,year,fuel_type,CO2
15482,1905,Cement,
15483,1906,Cement,
15484,1907,Cement,
15485,1908,Cement,
15486,1909,Cement,
15487,1910,Cement,
15488,1911,Cement,
15489,1912,Cement,
15490,1913,Cement,
15491,1914,Cement,
15492,1915,Cement,
15493,1916,Cement,
15494,1917,Cement,
15495,1918,Cement,
15496,1919,Cement,
15497,1920,Cement,
15498,1921,Cement,
15499,1922,Cement,
15500,1923,Cement,
15501,1924,Cement,
15502,1925,Cement,
15503,1926,Cement,
15504,1927,Cement,
15505,1928,Cement,
15506,1929,Cement,
15507,1930,Cement,
15508,1931,Cement,
15509,1932,Cement,
15510,1933,Cement,
15511,1934,Cement,
15512,1935,Cement,
15513,1936,Cement,
15514,1937,Cement,
15515,1938,Cement,
15516,1939,Cement,
15517,1940,Cement,
15518,1941,Cement,
15519,1942,Cement,
15520,1943,Cement,
15521,1944,Cement,
15522,1945,Cement,
15523,1946,Cement,
15524,1947,Cement,
15525,1948,Cement,
15526,1949,Cement,
15527,1950,Cement,
15528,1951,Cement,
15529,1952,Cement,
15530,1953,Cement,
15531,1954,Cement,
15532,1955,Cement,
15533,1956,Cement,
15534,1957,Cement,
15535,1958,Cement,
15536,1959,Cement,
15537,1960,Cement,
15538,1961,Cement,
15539,1962,Cement,
15540,1963,Cement,
15541,1964,Cement,
15542,1965,Cement,
15543,1966,Cement,
15544,1967,Cement,
15545,1968,Cement,
15546,1969,Cement,
15547,1970,Cement,
15548,1971,Cement,
15549,1972,Cement,
15550,1973,Cement,
15551,1974,Cement,
15552,1975,Cement,
15553,1976,Cement,
15554,1977,Cement,
15555,1978,Cement,
15556,1979,Cement,
15557,1980,Cement,
15558,1981,Cement,
15559,1982,Cement,
15560,1983,Cement,
15561,1984,Cement,
15562,1985,Cement,
15563,1986,Cement,
15564,1987,Cement,
15565,1988,Cement,
15566,1989,Cement,
15567,1990,Cement,
15568,1991,Cement,
15569,1992,Cement,
15570,1993,Cement,
15571,1994,Cement,
15572,1995,Cement,
15573,1996,Cement,
15574,1997,Cement,
15575,1998,Cement,
15576,1999,Cement,
15577,2000,Cement,
15578,2001,Cement,
15579,2002,Cement,
15580,2003,Cement,
15581,2004,Cement,
15582,2005,Cement,
15583,2006,Cement,
15584,2007,Cement,
15585,2008,Cement,
15586,2009,Cement,
15587,2010,Cement,
15588,2011,Cement,
15589,2012,Cement,
15590,2013,Cement,
15591,2014,Cement,
15592,2015,Cement,
15593,2016,Cement,
15594,2017,Cement,
15595,2018,Cement,
15596,2019,Cement,
15597,2020,Cement,
15598,1962,Cement,
15599,1963,Cement,
15600,1964,Cement,
15601,1965,Cement,
15602,1966,Cement,
15603,1967,Cement,
15604,1968,Cement,
15605,1969,Cement,
15606,1970,Cement,
15607,1971,Cement,
15608,1972,Cement,
15609,1973,Cement,
15610,1974,Cement,
15611,1975,Cement,
15612,1976,Cement,
15613,1977,Cement,
15614,1978,Cement,
15615,1979,Cement,
15616,1980,Cement,
15617,1981,Cement,
15618,1982,Cement,
15619,1983,Cement,
15620,1984,Cement,
15621,1985,Cement,
15622,1986,Cement,
15623,1987,Cement,
15624,1988,Cement,
15625,1989,Cement,
15626,1990,Cement,
15627,1991,Cement,
15628,1992,Cement,
15629,1993,Cement,
15630,1994,Cement,
15631,1995,Cement,
15632,1996,Cement,
15633,1997,Cement,
15634,1998,Cement,
15635,1999,Cement,
15636,2000,Cement,
15637,2001,Cement,
15638,2002,Cement,
15639,2003,Cement,
15640,2004,Cement,
15641,2005,Cement,
15642,2006,Cement,
15643,2007,Cement,
15644,2008,Cement,
15645,2009,Cement,
15646,2010,Cement,
15647,2011,Cement,
15648,2012,Cement,
15649,2013,Cement,
15650,2014,Cement,
15651,2015,Cement,
15652,2016,Cement,
15653,2017,Cement,
15654,2018,Cement,
15655,2019,Cement,
15656,2020,Cement,
15657,1928,Cement,0.029
15658,1929,Cement,0.033
15659,1930,Cement,0.036
15660,1931,Cement,0.076
15661,1932,Cement,0.109
15662,1933,Cement,0.098
15663,1934,Cement,0.091
15664,1935,Cement,0.094
15665,1936,Cement,0.08
15666,1937,Cement,0.076
15667,1938,Cement,0.08
15668,1939,Cement,
15669,1940,Cement,
15670,1941,Cement,
15671,1942,Cement,
15672,1943,Cement,0.069
15673,1944,Cement,0.055
15674,1945,Cement,0.036
15675,1946,Cement,0.087
15676,1947,Cement,0.109
15677,1948,Cement,0.131
15678,1949,Cement,0.131
15679,1950,Cement,0.16
15680,1951,Cement,0.185
15681,1952,Cement,0.214
15682,1953,Cement,0.302
15683,1954,Cement,0.327
15684,1955,Cement,0.36
15685,1956,Cement,0.312
15686,1957,Cement,0.25
15687,1958,Cement,0.2
15688,1959,Cement,0.247
15689,1960,Cement,0.287
15690,1961,Cement,0.312
15691,1962,Cement,0.346
15692,1963,Cement,0.374
15693,1964,Cement,0.458
15694,1965,Cement,0.389
15695,1966,Cement,0.425
15696,1967,Cement,0.425
15697,1968,Cement,0.491
15698,1969,Cement,0.574
15699,1970,Cement,0.694
15700,1971,Cement,0.726
15701,1972,Cement,0.755
15702,1973,Cement,0.786
15703,1974,Cement,0.924
15704,1975,Cement,0.974
15705,1976,Cement,1.11
15706,1977,Cement,1.362
15707,1978,Cement,1.329
15708,1979,Cement,1.539
15709,1980,Cement,1.656
15710,1981,Cement,1.67
15711,1982,Cement,1.725
15712,1983,Cement,1.761
15713,1984,Cement,1.633
15714,1985,Cement,1.67
15715,1986,Cement,1.683
15716,1987,Cement,1.702
15717,1988,Cement,1.874
15718,1989,Cement,1.853
15719,1990,Cement,1.842
15720,1991,Cement,2.514
15721,1992,Cement,2.745
15722,1993,Cement,2.732
15723,1994,Cement,2.714
15724,1995,Cement,2.718
15725,1996,Cement,2.778
15726,1997,Cement,3.032
15727,1998,Cement,3.086
15728,1999,Cement,3.113
15729,2000,Cement,3.326
15730,2001,Cement,4.079
15731,2002,Cement,4.132
15732,2003,Cement,4.184
15733,2004,Cement,4.395
15734,2005,Cement,4.364
15735,2006,Cement,4.472
15736,2007,Cement,5.004
15737,2008,Cement,5.455
15738,2009,Cement,5.598
15739,2010,Cement,5.359
15740,2011,Cement,5.191
15741,2012,Cement,5.838
15742,2013,Cement,6.073
15743,2014,Cement,5.171
15744,2015,Cement,5.299
15745,2016,Cement,5.205
15746,2017,Cement,5.577
15747,2018,Cement,5.577
15748,2019,Cement,5.577
15749,2020,Cement,5.577
15750,1927,Cement,
15751,1928,Cement,0.007
15752,1929,Cement,0.011
15753,1930,Cement,0.011
15754,1931,Cement,0.011
15755,1932,Cement,0.011
15756,1933,Cement,0.01
15757,1934,Cement,0.007
15758,1935,Cement,0.007
15759,1936,Cement,0.007
15760,1937,Cement,0.007
15761,1938,Cement,0.012
15762,1939,Cement,0.015
15763,1940,Cement,0.015
15764,1941,Cement,0.015
15765,1942,Cement,0.011
15766,1943,Cement,0.016
15767,1944,Cement,0.014
15768,1945,Cement,0.017
15769,1946,Cement,0.014
15770,1947,Cement,0.017
15771,1948,Cement,0.018
15772,1949,Cement,0.023
15773,1950,Cement,0.025
15774,1951,Cement,0.04
15775,1952,Cement,0.04
15776,1953,Cement,0.044
15777,1954,Cement,0.051
15778,1955,Cement,0.069
15779,1956,Cement,0.076
15780,1957,Cement,0.084
15781,1958,Cement,0.087
15782,1959,Cement,0.105
15783,1960,Cement,0.109
15784,1961,Cement,0.105
15785,1962,Cement,0.087
15786,1963,Cement,0.084
15787,1964,Cement,0.091
15788,1965,Cement,0.109
15789,1966,Cement,0.113
15790,1967,Cement,0.124
15791,1968,Cement,0.142
15792,1969,Cement,0.149
15793,1970,Cement,0.196
15794,1971,Cement,0.207
15795,1972,Cement,0.233
15796,1973,Cement,0.302
15797,1974,Cement,0.229
15798,1975,Cement,0.138
15799,1976,Cement,0.104
15800,1977,Cement,0.156
15801,1978,Cement,0.154
15802,1979,Cement,0.128
15803,1980,Cement,0.11
15804,1981,Cement,0.108
15805,1982,Cement,0.161
15806,1983,Cement,0.188
15807,1984,Cement,0.199
15808,1985,Cement,0.087
15809,1986,Cement,0.032
15810,1987,Cement,0.031
15811,1988,Cement,0.028
15812,1989,Cement,0.031
15813,1990,Cement,0.032
15814,1991,Cement,0.033
15815,1992,Cement,0.012
15816,1993,Cement,0.008
15817,1994,Cement,0.024
15818,1995,Cement,0.024
15819,1996,Cement,0.073
15820,1997,Cement,0.089
15821,1998,Cement,0.086
15822,1999,Cement,0.087
15823,2000,Cement,0.109
15824,2001,Cement,0.107
15825,2002,Cement,0.197
15826,2003,Cement,0.24
15827,2004,Cement,0.219
15828,2005,Cement,0.194
15829,2006,Cement,0.238
15830,2007,Cement,0.257
15831,2008,Cement,0.286
15832,2009,Cement,0.299
15833,2010,Cement,0.341
15834,2011,Cement,0.373
15835,2012,Cement,0.453
15836,2013,Cement,0.506
15837,2014,Cement,0.586
15838,2015,Cement,0.614
15839,2016,Cement,0.948
15840,2017,Cement,0.911
15841,2018,Cement,0.93
15842,2019,Cement,0.93
15843,2020,Cement,0.93
15844,1928,Cement,
15845,1929,Cement,
15846,1930,Cement,
15847,1931,Cement,
15848,1932,Cement,
15849,1933,Cement,
15850,1934,Cement,
15851,1935,Cement,
15852,1936,Cement,
15853,1937,Cement,
15854,1938,Cement,
15855,1939,Cement,
15856,1940,Cement,
15857,1941,Cement,
15858,1942,Cement,
15859,1943,Cement,
15860,1944,Cement,
15861,1945,Cement,
15862,1946,Cement,
15863,1947,Cement,
15864,1948,Cement,
15865,1949,Cement,
15866,1950,Cement,
15867,1951,Cement,0.007
15868,1952,Cement,0.022
15869,1953,Cement,0.022
15870,1954,Cement,0.029
15871,1955,Cement,0.029
15872,1956,Cement,0.018
15873,1957,Cement,0.018
15874,1958,Cement,0.018
15875,1959,Cement,0.018
15876,1960,Cement,0.022
15877,1961,Cement,0.018
15878,1962,Cement,0.025
15879,1963,Cement,0.062
15880,1964,Cement,0.065
15881,1965,Cement,0.065
15882,1966,Cement,0.069
15883,1967,Cement,0.065
15884,1968,Cement,0.087
15885,1969,Cement,0.091
15886,1970,Cement,0.084
15887,1971,Cement,0.098
15888,1972,Cement,0.098
15889,1973,Cement,0.094
15890,1974,Cement,0.084
15891,1975,Cement,0.091
15892,1976,Cement,0.115
15893,1977,Cement,0.131
15894,1978,Cement,0.123
15895,1979,Cement,0.184
15896,1980,Cement,0.181
15897,1981,Cement,0.145
15898,1982,Cement,0.157
15899,1983,Cement,0.152
15900,1984,Cement,0.137
15901,1985,Cement,0.209
15902,1986,Cement,0.187
15903,1987,Cement,0.166
15904,1988,Cement,0.148
15905,1989,Cement,0.164
15906,1990,Cement,0.169
15907,1991,Cement,0.18
15908,1992,Cement,0.189
15909,1993,Cement,0.162
15910,1994,Cement,0.191
15911,1995,Cement,0.209
15912,1996,Cement,0.204
15913,1997,Cement,0.209
15914,1998,Cement,0.147
15915,1999,Cement,0.136
15916,2000,Cement,0.158
15917,2001,Cement,0.152
15918,2002,Cement,0.188
15919,2003,Cement,0.227
15920,2004,Cement,0.206
15921,2005,Cement,0.214
15922,2006,Cement,0.223
15923,2007,Cement,0.234
15924,2008,Cement,0.258
15925,2009,Cement,0.256
15926,2010,Cement,0.204
15927,2011,Cement,0.203
15928,2012,Cement,0.348
15929,2013,Cement,0.429
15930,2014,Cement,0.503
15931,2015,Cement,0.377
15932,2016,Cement,0.962
15933,2017,Cement,2.091
15934,2018,Cement,1.588
15935,2019,Cement,1.588
15936,2020,Cement,1.588
15937,1990,Cement,
15938,1991,Cement,
15939,1992,Cement,
15940,1993,Cement,
15941,1994,Cement,
15942,1995,Cement,
15943,1996,Cement,
15944,1997,Cement,
15945,1998,Cement,
15946,1999,Cement,
15947,2000,Cement,
15948,2001,Cement,
15949,2002,Cement,
15950,2003,Cement,
15951,2004,Cement,
15952,2005,Cement,
15953,2006,Cement,
15954,2007,Cement,
15955,2008,Cement,
15956,2009,Cement,
15957,2010,Cement,
15958,2011,Cement,0.148
15959,2012,Cement,0.223
15960,2013,Cement,0.27
15961,2014,Cement,0.303
15962,2015,Cement,0.33
15963,2016,Cement,0.263
15964,2017,Cement,0.406
15965,2018,Cement,0.406
15966,2019,Cement,0.406
15967,2020,Cement,0.406
15968,1964,Cement,
15969,1965,Cement,
15970,1966,Cement,
15971,1967,Cement,
15972,1968,Cement,
15973,1969,Cement,
15974,1970,Cement,
15975,1971,Cement,
15976,1972,Cement,
15977,1973,Cement,
15978,1974,Cement,
15979,1975,Cement,
15980,1976,Cement,
15981,1977,Cement,
15982,1978,Cement,
15983,1979,Cement,
15984,1980,Cement,
15985,1981,Cement,
15986,1982,Cement,
15987,1983,Cement,
15988,1984,Cement,
15989,1985,Cement,
15990,1986,Cement,
15991,1987,Cement,
15992,1988,Cement,
15993,1989,Cement,
15994,1990,Cement,
15995,1991,Cement,
15996,1992,Cement,
15997,1993,Cement,
15998,1994,Cement,
15999,1995,Cement,
16000,1996,Cement,
16001,1997,Cement,
16002,1998,Cement,
16003,1999,Cement,
16004,2000,Cement,
16005,2001,Cement,
16006,2002,Cement,
16007,2003,Cement,
16008,2004,Cement,
16009,2005,Cement,
16010,2006,Cement,
16011,2007,Cement,
16012,2008,Cement,
16013,2009,Cement,
16014,2010,Cement,
16015,2011,Cement,
16016,2012,Cement,
16017,2013,Cement,
16018,2014,Cement,
